session_id,session_start_hour,session_end_hour,total_ops,total_volume,hour_span
1683,14,14,1,20000.0,0
1415,19,19,1,300.0,0
1287,14,14,1,2758.37,0
772,15,15,1,18000.0,0
1567,14,14,1,300.0,0
2591,11,11,1,1050.0,0
641,22,22,1,7760.0,0
364,10,10,1,5037.9,0
367,12,12,1,10300.0,0
1689,10,10,1,105.0,0
2347,17,17,2,10580.0,0
1284,21,21,2,1300.0,0
99,21,21,1,1900.0,0
3261,23,23,1,9000.0,0
2862,22,22,1,530.0,0
3386,17,17,1,10045.36,0
3398,10,10,1,1601.54,0
1019,3,3,1,138.5,0
108,17,16,9,35982.95,1
3270,21,21,1,20000.0,0
3145,20,20,1,300.0,0
3273,13,13,1,692.7,0
1165,23,23,1,100.0,0
382,17,17,4,13331.0,0
2731,10,10,1,1850.0,0
784,5,5,1,101.98,0
251,14,14,1,2500.0,0
2743,16,16,1,3100.0,0
2606,13,13,1,960.0,0
2091,11,12,6,22350.0,1
769,17,17,1,17.17,0
3127,16,16,1,330.0,0
766,21,21,1,500.0,0
2993,19,19,1,2399.99,0
